old_code,new_code
MA097,MATH1206
MA264,MATH1206H
MA119,MATH1207
MA263,MATH1207H
MA247,MATH1208
MA092,MATH1209
MA093,MATH1210
MA127,MATH1211
MA227,MATH1212
MA078,MATH1220
MA079,MATH1221
MA103,MATH1403
MA272,MATH1405
MA274,MATH1405H
MA273,MATH1406
MA275,MATH1406H
MA267,MATH1607H
MA268,MATH1608H
MA353,MATH3250
MA354,MATH3251
MA446,MATH3301
MA447,MATH3302
MA323,MATH3402
MA408,MATH3403
MA302,MATH3501
MA313,MATH3502
MA319,MATH3503
MA416,MATH3504
MA443,MATH3505
MA317,MATH3506
MA358,MATH3550
MA303,MATH3602
MA425,MATH3605
MA426,MATH3606
MA405,MATH3607
MA380,MATH3608
MA439,MATH3609
MA376,MATH3610
MA345,MATH3611
MA379,MATH3612
MA360,MATH3613
MA362,MATH3614
MA359,MATH3650
TH000,MARX1201
TH028,MARX1202
TH029,MARX1203
TH007,MARX1204
XP004,MARX1206
TH013,MARX1211
TH014,MARX1212
VV115,MATH1150J
VV116,MATH1160J
MA159,MATH1301P
MA160,MATH1302P
VV156,MATH1560J
VV186,MATH1860J
VE203,MATH2030J
VV214,MATH2140J
VV215,MATH2150J
VV216,MATH2160J
MA172,MATH2301P
MA173,MATH2302P
MA157,MATH2303P
MA158,MATH2304P
VV255,MATH2550J
VV256,MATH2560J
VV285,MATH2850J
VV286,MATH2860J
MA367,MATH3301P
MA368,MATH3302P
MA369,MATH3303P
MA366,MATH3304P
MA174,MATH3306P
MA175,MATH3307P
MA176,MATH3401P
MA182,MATH3402P
MA350,MATH3403P
VV417,MATH4170J
MA438,MATH4401P
CS442,MATH4402P
VV454,MATH4540J
VV471,MATH4710J
VV556,MATH6001J
VV557,MATH6002J
VV570,MATH6003J
VM010,ME0800J
VM020,ME0801J
ME116,ME1221
ME147,ME1221H
VM211,ME2110J
ME208,ME2220
EM027,ME2221
ME369,ME2232
ME370,ME2233
VM235,ME2350J
VM240,ME2400J
ME131,ME2415
VM250,ME2500J
XP202,ME2921
VM305,ME3050J
VM311,ME3110J
VM320,ME3200J
ME239,ME3213
ME238,ME3215
ME209,ME3220
ME399,ME3221
ME345,ME3222
ME451,ME3224
ME214,ME3311
ME225,ME3312
ME385,ME3321
VM335,ME3350J
ME327,ME3411
ME316,ME3416
VM350,ME3500J
ME387,ME3511
VM360,ME3600J
ME374,ME3611
ME390,ME3621
ME237,ME3631
ME499,ME3641
ME375,ME3711
ME384,ME3731
ME391,ME3751
VM382,ME3820J
VM395,ME3950J
VM412,ME4120J
VM418,ME4180J
VM420,ME4200J
VM421,ME4210J
VM432,ME4320J
VM433,ME4330J
VM434,ME4340J
VM440,ME4400J
MT495,ME4401P
MT378,ME4402P
PH444,ME4403P
PH441,ME4404P
ME215,ME4421
ME241,ME4424
VM450,ME4500J
ME240,ME4513
VM452,ME4520J
ME418,ME4521
VM458,ME4580J
VM461,ME4610J
VM467,ME4670J
ME436,ME4712
ME494,ME4721
VM481,ME4810J
VM482,ME4820J
VM490,ME4900J
ME446,ME4901P
ME348,ME4911
ME457,ME4913
BS076,ME4918
ME493,ME4931
VM495,ME4950J
VM505,ME6104J
VM511,ME6106J
VM523,ME6202J
VM503,ME6204J
VM530,ME6301J
VM551,ME6501J
VM555,ME6503J
VM552,ME6601J
VM583,ME6801J
EM207,MECH2502
EM212,MECH2504
EM216,MECH2507
EM215,MECH2508
EM218,MECH2508H
EM288,MECH2509
EM307,MECH2510
EM320,MECH2511
EM208,MECH2513
EM252,MECH2514
NA102,MECH2516
AV203,MECH2518
EM005,MECH2519
EM011,MECH2520
EM007,MECH2521
EM152,MECH2525
EM340,MECH3504
EM345,MECH3505
EM321,MECH3507
EM312,MECH3508
EM344,MECH3509
EM310,MECH3510
EM342,MECH3511
EM311,MECH3512
EM343,MECH3513
EM341,MECH3515
EM211,MECH3517
EM406,MECH3518
EM302,MECH3519
EM346,MECH3522
EM003,MECH3523
EM008,MECH3524
EM315,MECH3527
BS121,MECH4502
EM407,MECH4504
EM356,MECH4505
EM401,MECH4506
BM173,MED1301
BM174,MED1302
BM119,MED1307
BM212,MED1316
BM029,MED2350
BM030,MED2351
EN019,MED2352
BM175,MEDS1302
BM186,MEDS1303
AU432,MGTS6001
TH015,MIL1201
TH016,MIL1202
OS201,MS2301
MT419,MSE1201
MT418,MSE1202
VK250,MSE2500J
SO085,MSE2601
MT348,MSE2602
MT203,MSE2603
MT350,MSE2604
MT206,MSE2605
MT207,MSE2606
VK330,MSE3300J
MT307,MSE3307
MT346,MSE3308
MT347,MSE3309
MT308,MSE3310
MT321,MSE3311
MT309,MSE3312
XP005,MSE3315
MT345,MSE3501
MT318,MSE3502
VK360,MSE3600J
MT319,MSE3607
MT331,MSE3608
MT341,MSE3610
MT332,MSE3611
MT329,MSE3612
MT344,MSE3613
MT349,MSE3614
BS050,MSE4316
MT407,MSE4401
MT355,MSE4402
MT356,MSE4403
MT481,MSE4404
MT354,MSE4405
MT400,MSE4406
MT435,MSE4407
MT488,MSE4408
MT375,MSE4409
MT358,MSE4410
MT360,MSE4411
MT357,MSE4412
MT359,MSE4413
MT446,MSE4414
MT448,MSE4415
MT376,MSE4416
MT361,MSE4417
MT424,MSE4418
MT320,MSE4419
MT373,MSE4420
MT474,MSE4421
MT363,MSE4422
MT362,MSE4423
MT364,MSE4424
MT377,MSE4425
MT371,MSE4426
MT366,MSE4427
MT370,MSE4428
MT369,MSE4429
MT367,MSE4430
MT368,MSE4431
MT404,MSE4439
MT472,MSE4449
MT340,MSE4503
MT365,MSE4504
MT374,MSE4505
MT372,MSE4506
MT337,MSE4701
MT335,MSE4702
MT336,MSE4703
MT343,MSE4704
MT334,MSE4705
VM565,MSE6202J
VM509,MSE6602J
MR203,MST2304
CS261,MST2305
MR202,MST2306
MR008,MST3301
MR324,MST3302
IE310,MST3303
MR429,MST3304
MR300,MST3306
MR320,MST3307
MR330,MST3308
MR329,MST3309
MR426,MST3311
XP302,MST3312
MR310,MST3313
MR322,MST3314
MR332,MST3317
MR331,MST3318
MR411,MST3319
MR427,MST3320
MR400,MST4302
MR317,MST4303
MR318,MST4304
MR413,MST4305
MR325,MST4307
MR415,MST4308
MR428,MST4309
MR414,MST4310
NA233,NAOE2301
NA235,NAOE2302
NA232,NAOE2303
PO372,NAOE2401
TR317,NAOE3301
NA331,NAOE3302
NA319,NAOE3303
NA322,NAOE3304
NA342,NAOE3305
NA349,NAOE3306
NA345,NAOE3307
NA350,NAOE3308
NA344,NAOE3309
MT316,NAOE3310
NA351,NAOE3311
NA409,NAOE3312
NA321,NAOE3313
NA347,NAOE3314
XP445,NAOE3315
NA335,NAOE3316
NA346,NAOE3317
NA324,NAOE3318
NA338,NAOE3319
NA403,NAOE3320
NA471,NAOE3321
NA336,NAOE3322
NA301,NAOE3401
NA477,NAOE3402
NA303,NAOE3403
NA375,NAOE3404
NA418,NAOE3405
NA330,NAOE3406
NA373,NAOE3407
NA339,NAOE3408
NA302,NAOE3409
XP402,NAOE3410
BS212,NAOE4301
NA406,NAOE4302
NA420,NAOE4303
NA422,NAOE4304
NA467,NAOE4305
NA412,NAOE4306
NA410,NAOE4307
NA317,NAOE4308
NA452,NAOE4309
NA454,NAOE4310
NA348,NAOE4311
NA438,NAOE4312
NA462,NAOE4313
NA416,NAOE4401
NA414,NAOE4402
NA417,NAOE4403
NA413,NAOE4404
NA340,NAOE4405
NA453,NAOE4406
NA304,NAOE4407
BS213,NAOE4408
IS102,NIS1335
IS201,NIS2312
IS214,NIS2313
SE407,NIS2328
IS226,NIS2331
IS304,NIS3302
IS205,NIS3303
IS305,NIS3305
IS404,NIS3306
IS306,NIS3309
IS209,NIS3310
IS222,NIS3311
IS497,NIS3316
IS303,NIS3317
IS210,NIS3318
IS405,NIS3319
IS302,NIS3320
IS301,NIS3322
IS203,NIS3323
IS206,NIS3325
IS401,NIS3326
IS217,NIS3327
IS315,NIS3329
IS316,NIS3334
IS412,NIS4301
IS300,NIS4304
IS403,NIS4307
IS411,NIS4308
IS414,NIS4314
IS317,NIS4315
IS415,NIS4321
IS413,NIS4324
BS470,NIS4332
IS407,NIS4333
NU201,NU2301
NU303,NU3201
NU306,NU3202
NU307,NU3203
NU308,NU3204
NU309,NU3205
NU310,NU3206
NU909,NU3301
NU919,NU3302
ME497,NU3303
NU314,NU4201
NU316,NU4202
NU404,NU4203
NU322,NU4301
NU326,NU4302
NU327,NU4303
NU403,NU4304
NU406,NU4305
NU407,NU4306
NU408,NU4307
NU328,NU4401
NU325,NU4402
NU330,NU4501
NU329,NU4601
NU405,NU4602
XO103,NURS1301
PS100,NURS1302
BE204,PE2201
BE203,PE2202
BE316,PE3201
BE324,PE3202
EM026,PE3203
ME329,PE3204
ME204,PE3205
PO302,PE3206
ME496,PE3301
PO320,PE3304
ME219,PE3401
PO347,PE3406
PO343,PE3602
PO348,PE3603
PO437,PE3605
PO436,PE3606
ME223,PE3701
ME224,PE3702
ME221,PE3705
ME477,PE4201
ME218,PE4302
PO344,PE4304
PO345,PE4401
PH442,PE4401P
PH443,PE4402P
ME447,PE4403P
ME449,PE4404P
PO434,PE4405P
ME220,PE4501
PO208,PE4508
ME222,PE4701
PO346,PE4702
PO435,PE4901P
PM206,PHAR2201
BI227,PHAR2202
PM201,PHAR2203
PM449,PHAR2204
PM454,PHAR2205
PM252,PHAR2206
BI282,PHAR2207
XP200,PHAR2208
PM204,PHAR2209
PM208,PHAR2301
PM334,PHAR2302
XP207,PHAR2303
PM328,PHAR3201
PM325,PHAR3202
PM312,PHAR3203
PM329,PHAR3204
PM324,PHAR3205
PM314,PHAR3206
PM351,PHAR3207
PM327,PHAR3208
PM406,PHAR3209
PM326,PHAR3210
PM342,PHAR3211
PM207,PHAR3212
PM409,PHAR3213
PM407,PHAR3214
PM315,PHAR3215
PM333,PHAR3216
PM317,PHAR3217
PM316,PHAR3218
PM318,PHAR3219
PM332,PHAR3220
PM330,PHAR3221
PM408,PHAR4201
PM343,PHAR4202
PM345,PHAR4203
PM405,PHAR4204
PM411,PHAR4205
BS434,PHAR4206
PM418,PHAR4301
PM413,PHAR4302
PM412,PHAR4303
PM417,PHAR4304
PM414,PHAR4305
PM416,PHAR4306
PM419,PHAR4307
PM421,PHAR4308
PM420,PHAR4309
PM422,PHAR4310
PM423,PHAR4311
PM424,PHAR4312
PM425,PHAR4313
BS102,PHAR5301
VR202,PHIL2020J
VR251,PHIL2510J
VR262,PHIL2620J
VR265,PHIL2650J
VR275,PHIL2750J
VR355,PHIL3550J
VR361,PHIL3610J
PH056,PHY1200
PH132,PHY1201H
PH133,PHY1202H
PH024,PHY1208
BM107,PHY1210
BM114,PHY1211
PH028,PHY1221
PH029,PHY1222
PH072,PHY1223H
PH073,PHY1224H
PH111,PHY1225
PH117,PHY1226
BM172,PHY1227
PH070,PHY1251H
PH071,PHY1252H
PH054,PHY1301
PH124,PHY1301P
PH055,PHY1302
CA041,PHY1302P
PH119,PHY1401
MS204,PHY1402
PH104,PHY1403
PH123,PHY1404
MA144,PHY1600
PH101,PHY1601
PH102,PHY1602
PH103,PHY1603
PH202,PHY1604
PH244,PHY1605
PH118,PHY1606
PH129,PHY1623
CS078,PHY1750
PH125,PHY1751
MS209,PHY1900
MS203,PHY1950
PH247,PHY2301P
PH248,PHY2302P
PH249,PHY2303P
PH250,PHY2304P
PH204,PHY2401
PH115,PHY2402
PH205,PHY2403
PH122,PHY2404
PH257,PHY2501
PH238,PHY2502
PH239,PHY2504
PH336,PHY2505
PH251,PHY2506
PH258,PHY2507
PH259,PHY2509
PH223,PHY2601
PH376,PHY2603
PH303,PHY2604
PH253,PHY2607
PH302,PHY2608
PH254,PHY2611
PH240,PHY2612
PH128,PHY2900
PH353,PHY2902
PH243,PHY2903
PH354,PHY2904
PH371,PHY3301P
PH373,PHY3302P
PH372,PHY3303P
PH375,PHY3304P
PH380,PHY3305P
PH381,PHY3306P
PH404,PHY3401
PH374,PHY3401P
PH367,PHY3402
PH434,PHY3402P
PH377,PHY3601
PH329,PHY3651
PH330,PHY3652
PH378,PHY3653
PH364,PHY3701
PH241,PHY3702
PH379,PHY3750
PH338,PHY3751
PH337,PHY3753
PH339,PHY3755
PH358,PHY3756
PH446,PHY3757
PH403,PHY3758
PH351,PHY3760
PH260,PHY3761
PH425,PHY3762
PH360,PHY3763
PH361,PHY3764
PH343,PHY3851
PH328,PHY3852
PH416,PHY3853
PH362,PHY3901
PH355,PHY3902
PH363,PHY3903
PH356,PHY3904
PH041,PHY4751
PH067,PHY4752
PH445,PHY4753
PH350,PHY4761
PH439,PHY4901
BS103,PHY5702
VP140,PHYS1400J
VP141,PHYS1410J
VP160,PHYS1600J
VP240,PHYS2400J
VP241,PHYS2410J
VP260,PHYS2600J
VP390,PHYS3900J
VR101,POL1010J
VR140,POL1400J
VR160,POL1600J
VR369,POL3690J
VR380,POL3800J
EN057,PREP1201
MA018,PREP1203
MA019,PREP1204
CS097,PREP1205
CS098,PREP1206
PS103,PSY1201
VR121,PSY1210J
PU103,PUM1301
PU104,PUM1302
PU107,PUM1303
PU108,PUM1304
EC203,PUM1305
PU113,PUM1306
PU200,PUM1307
PU320,PUM1308
PU225,PUM1309
PU226,PUM1310
AM219,PUM2300
EC207,PUM2311
PU228,PUM2312
PU229,PUM2313
PU232,PUM2314
PU240,PUM2315
PU230,PUM2316
PU238,PUM2317
PU241,PUM2318
PU313,PUM2319
PU322,PUM2320
PU361,PUM3321
PU302,PUM3322
PU321,PUM3323
PU323,PUM3324
PU325,PUM3325
PU406,PUM3326
PU318,PUM3327
PU316,PUM3430
PU358,PUM3431
PU362,PUM3432
PU363,PUM3433
PU336,PUM3434
PU338,PUM3435
PU339,PUM3436
PU340,PUM3437
PU359,PUM3438
PU360,PUM3439
PU430,PUM4328
BS405,PUM4329
BS476,PUM4330
PU412,PUM4440
PU431,PUM4441
PU436,PUM4442
PU441,PUM4443
PU442,PUM4444
SE118,SE2307
SE127,SE2308
SE223,SE2314
SE119,SE2316
SE120,SE2317
SE121,SE2318
SE128,SE2320
SE302,SE3321
SE332,SE3323
SE344,SE3325
SE342,SE3328
SE123,SE3330
SE124,SE3331
SE125,SE3332
SE315,SE3333
SE340,SE3335
SE213,SE3336
SE341,SE3337
SE348,SE3340
SE358,SE3346
SE359,SE3347
SE361,SE3349
SE362,SE3350
SE363,SE3351
SE222,SE3701
SE364,SE4353
SE365,SE4354
SE366,SE4355
BS474,SE4357
ME210,SI1210
ME124,SI1211
ME122,SI1212
ME213,SI1214
ME130,SI1215
VR301,SOC3010J
VR381,SOC3810J
VE406,STAT4130J
VE300,TC3000J
VE496,TC4960J
VG500,TC5000J
TR204,TE2702
TR202,TE2703
AM239,TE2704
TR313,TE3701
TR302,TE3702
TR315,TE3703
TR414,TE3704
TR316,TE3705
CV400,TE3706
TR304,TE3707
TR318,TE3708
TR303,TE3709
TR451,TE3718
BS214,TE4701
TR416,TE4702
TR312,TE4703
TR417,TE4704
TR402,TE4705
TR415,TE4706
CV439,TE4716
CV446,TE4718
BM031,ZT1201
BM187,ZT1202
BM166,ZT1303
BM218,ZT1304
BM188,ZT1306
PU018,ZT2301
BM215,ZT2308
BM217,ZT2309
BM219,ZT2310
BM220,ZT2311
BM223,ZT2312
MS126,ZYH1301
MS401,ZYH4001
JC429,JC3185
FT208,FT2490
FT343,FT2491
LA414,LAW3256
EE235,AI2618
JC233,JC2346
JC234,JC2347
BM226,MED2354
EC355,ECON6002
CA359,CHEM4303
CA358,CHEM4302
CA320,CHEM4305
CA470,CHEM4507
IM315,BUSS3602
AC306,BUSS3603
BU335,BUSS3604
AM415,BUSS3607
AC432,BUSS3609
AC314,BUSS3610
BU360,BUSS3611
AM343,BUSS3613
IM409,BUSS3616
IM319,BUSS3617
BU374,BUSS3619
IM322,BUSS3620
AM363,BUSS3621
BU350,BUSS3622
AM362,BUSS3623
IM317,BUSS3625
BU204,BUSS3627
EC329,BUSS3628
BU421,BUSS3630
EC356,BUSS3635
HR401,BUSS4403
BU412,BUSS4501
BU341,BUSS4502
BU363,BUSS4603
AC336,BUSS4604
IM321,BUSS4605
BU366,BUSS4607
BU417,BUSS4609
AM407,BUSS4701
AU430,BUSS6002
AU431,BUSS6008
AU428,BUSS6009
AU427,BUSS6010
EC350,BUSS9009
EC349,BUSS9020
PH130,PHY1621
PH131,PHY1622
PH220,PHY1624
MA179,MATH1802
MA351,MATH2250
MA352,MATH2251
MA204,MATH2401
MA199,MATH2402
MA266,MATH2450
MA202,MATH2501
MA243,MATH2607
MA269,MATH2607H
MA214,MATH2609
MA257,MATH2650
MA206,MATH2701
ST201,MATH2702
MA231,MATH2703
MS107,MATH2750
MA332,MATH2751
MA235,MATH2802
MA306,MATH3701
MA324,MATH3703
MA357,MATH3705
MA383,MATH3706
MA381,MATH3707
MA385,MATH3708
MA387,MATH3710
ST301,MATH3711
MA451,MATH3712
ST303,MATH3713
ST304,MATH3714
MA322,MATH3801
MA310,MATH3804
MA378,MATH3806
MA377,MATH3807
MA373,MATH3808
EM408,MATH3809
BS420,MATH4301
MA448,MATH4302
MA449,MATH4303
BS471,MATH4304
BS073,MATH4350
MA414,MATH4404
MA418,MATH4405
MA333,MATH4406
MA413,MATH4407
MA444,MATH4408
MA440,MATH4603
MA406,MATH4701
MA411,MATH4702
MA403,MATH4703
MA356,MATH4704
MA430,MATH4802
MA445,MATH4803
ME228,ME3602
NU202,NU4308
ME227,ME3601
CV369,CE3602
CV310,CE3603
CV376,CE3605
CV363,CE3606
CV343,CE3607
CV322,CE3608
CV312,CE3609
CV302,CE3610
CV300,CE3611
CV375,CE3612
CV373,CE3613
CV306,CE3614
EM316,CE3615
EM352,CE3616
CV405,CE3617
CV377,CE3619
CV374,CE3620
CV368,CE3623
CV328,CE3624
CV350,CE3625
CV371,CE3626
CV336,CE3627
CV307,CE3628
CV372,CE3629
CV308,CE3630
CV406,CE3632
CV362,CE3634
CV364,CE3635
CV370,CE3636
CV449,CE4601
CV447,CE4603
LA432,CE4604
CV450,CE4605
CV448,CE4606
CV402,CE4607
BS097,CE4609
CV427,CE4610
CV445,CE4612
CV451,CE4613
CS446,CE4615
CV444,CE4617
CV423,CE4618
AR312,CE4619
AR408,CE4620
CE207,CENG4301
CE208,CENG4302
CE416,CENG4303
CE209,CENG4401
CE329,CENG4402
CE309,CENG4403
CE307,CENG4404
CE303,CENG4405
CE304,CENG4406
CA300,CENG4407
CE311,CENG4408
CE322,CENG4409
CE330,CENG4410
CE402,CENG4411
CE415,CENG4412
HI902,HIS1109
AI901,AI1001
MS404,JCCX0010
AM108,ECON1103
AV020,AE1102
ME143,ME1138
CH935,CHN1015
AM065,BUSS1106
SO922,ENVR1005
AI001,AI1101
SE006,CS1119
MS901,MS1001
SP171,NAOE0102
JA001,FL1108
AV025,AE1105
ME909,ME1008
SO120,SOC1127
ME128,ME1126
HI960,HIS1030
PI005,PHIL1104
FO005,FL1105
PI039,PHIL1110
CL918,CHN1030
CS085,CS1107